satellite,satellite_name,norad_id,element_id,epoch_utc,same_epoch_rows,distinct_physical_solutions,policy,resolution,chosen_gp_id,chosen_creation_date,chosen_file,competing_gp_ids
NORAD25544,ISS (ZARYA),25544,25544|2004-08-30T18:18:39.999+00:00,2004-08-30T18:18:39.999744+00:00,2,2,earliest_published,same_epoch_revision,39066633,2004-08-30T13:14:23,39785,39066633;39066635
NORAD25544,ISS (ZARYA),25544,25544|2004-09-05T10:22:58.653+00:00,2004-09-05T10:22:58.653119+00:00,2,2,earliest_published,same_epoch_revision,39112624,2004-09-05T13:19:32,41662,39112624;39112641
NORAD25544,ISS (ZARYA),25544,25544|2004-09-05T22:17:46.141+00:00,2004-09-05T22:17:46.141728+00:00,2,2,earliest_published,same_epoch_revision,39131752,2004-09-06T06:10:26,41814,39131752;39132929
NORAD25544,ISS (ZARYA),25544,25544|2004-09-09T10:41:13.540+00:00,2004-09-09T10:41:13.540703+00:00,2,2,earliest_published,same_epoch_revision,39162479,2004-09-09T04:45:53,43245,39162479;39162480
NORAD25544,ISS (ZARYA),25544,25544|2004-09-09T20:59:04.183+00:00,2004-09-09T20:59:04.183871+00:00,2,2,earliest_published,same_epoch_revision,39169656,2004-09-09T16:44:49,43410,39169656;39170348
NORAD25544,ISS (ZARYA),25544,25544|2004-09-16T14:40:43.000+00:00,2004-09-16T14:40:43.000319+00:00,2,2,earliest_published,same_epoch_revision,39238368,2004-09-16T10:25:18,45776,39238368;39238751
NORAD25544,ISS (ZARYA),25544,25544|2004-09-27T18:39:44.353+00:00,2004-09-27T18:39:44.353151+00:00,2,2,earliest_published,same_epoch_revision,39340620,2004-09-27T13:05:15,49119,39340620;39340640
NORAD25544,ISS (ZARYA),25544,25544|2004-10-01T22:24:38.999+00:00,2004-10-01T22:24:38.999808+00:00,2,2,earliest_published,same_epoch_revision,39377970,2004-10-02T10:35:12,50764,39377970;39394163
NORAD25544,ISS (ZARYA),25544,25544|2004-10-12T05:10:12.000+00:00,2004-10-12T05:10:12.000288+00:00,2,2,earliest_published,same_epoch_revision,39482433,2004-10-12T00:46:58,54450,39482433;39482478
NORAD25544,ISS (ZARYA),25544,25544|2004-10-13T21:32:04.984+00:00,2004-10-13T21:32:04.984224+00:00,2,2,earliest_published,same_epoch_revision,39500567,2004-10-13T16:18:01,55043,39500567;39501867
NORAD25544,ISS (ZARYA),25544,25544|2004-10-23T21:35:00.000+00:00,2004-10-23T21:35:00.000384+00:00,2,2,earliest_published,same_epoch_revision,39598831,2004-10-23T16:49:47,58658,39598831;39598874
NORAD25544,ISS (ZARYA),25544,25544|2004-11-04T11:36:52.091+00:00,2004-11-04T11:36:52.091135+00:00,3,2,earliest_published,same_epoch_revision,39717351,2004-11-04T05:10:06,62514,39717351;39717355;39717512
NORAD25544,ISS (ZARYA),25544,25544|2004-11-10T12:37:20.000+00:00,2004-11-10T12:37:20.000352+00:00,2,2,earliest_published,same_epoch_revision,39785510,2004-11-10T09:10:08,64628,39785510;39785514
NORAD25544,ISS (ZARYA),25544,25544|2004-11-23T09:09:19.999+00:00,2004-11-23T09:09:19.999871+00:00,3,2,earliest_published,same_epoch_revision,39907361,2004-11-23T03:38:49,68709,39907361;39907369;39915173
NORAD25544,ISS (ZARYA),25544,25544|2004-12-02T11:11:58.414+00:00,2004-12-02T11:11:58.414847+00:00,3,2,earliest_published,same_epoch_revision,39998399,2004-12-02T04:55:41,72118,39998399;39998491;39998685
NORAD25544,ISS (ZARYA),25544,25544|2004-12-15T23:04:49.999+00:00,2004-12-15T23:04:49.999583+00:00,2,2,earliest_published,same_epoch_revision,40141088,2004-12-15T16:41:02,77269,40141088;40141093
NORAD25544,ISS (ZARYA),25544,25544|2004-12-16T21:47:09.136+00:00,2004-12-16T21:47:09.136032+00:00,2,2,earliest_published,same_epoch_revision,40151750,2004-12-16T16:14:14,77673,40151750;40151759
NORAD25544,ISS (ZARYA),25544,25544|2004-12-20T20:25:00.103+00:00,2004-12-20T20:25:00.103296+00:00,2,2,earliest_published,same_epoch_revision,40193158,2004-12-20T15:48:07,79187,40193158;40193597
NORAD25544,ISS (ZARYA),25544,25544|2004-12-21T20:51:23.104+00:00,2004-12-21T20:51:23.104224+00:00,2,2,earliest_published,same_epoch_revision,40202591,2004-12-21T14:29:25,79506,40202591;40204244
NORAD25544,ISS (ZARYA),25544,25544|2004-12-24T19:02:09.170+00:00,2004-12-24T19:02:09.170015+00:00,2,2,earliest_published,same_epoch_revision,40233859,2004-12-24T14:19:16,80666,40233859;40235310
NORAD25544,ISS (ZARYA),25544,25544|2004-12-28T08:29:40.231+00:00,2004-12-28T08:29:40.231967+00:00,2,2,earliest_published,same_epoch_revision,40268200,2004-12-28T02:04:53,81946,40268200;40268201
NORAD25544,ISS (ZARYA),25544,25544|2005-01-17T10:45:35.000+00:00,2005-01-17T10:45:35.000063+00:00,3,2,earliest_published,same_epoch_revision,40470738,2005-01-17T05:33:13,89230,40470738;40478427;40478455
NORAD25544,ISS (ZARYA),25544,25544|2005-01-23T11:12:49.999+00:00,2005-01-23T11:12:49.999968+00:00,3,2,earliest_published,same_epoch_revision,40533489,2005-01-23T04:48:56,91589,40533489;40533493;40535582
NORAD25544,ISS (ZARYA),25544,25544|2005-01-31T08:38:02.999+00:00,2005-01-31T08:38:02.999616+00:00,2,2,earliest_published,same_epoch_revision,40616696,2005-01-31T02:00:59,94905,40616696;40616705
NORAD25544,ISS (ZARYA),25544,25544|2005-02-02T11:21:52.984+00:00,2005-02-02T11:21:52.984224+00:00,3,2,earliest_published,same_epoch_revision,40637271,2005-02-02T05:06:43,95640,40637271;40637278;40644741
NORAD25544,ISS (ZARYA),25544,25544|2005-02-08T10:58:28.775+00:00,2005-02-08T10:58:28.775999+00:00,4,2,earliest_published,same_epoch_revision,40699495,2005-02-08T05:27:17,98111,40699495;40699519;40700788;40706639
NORAD25544,ISS (ZARYA),25544,25544|2005-02-08T21:50:14.146+00:00,2005-02-08T21:50:14.146080+00:00,2,2,earliest_published,same_epoch_revision,40708496,2005-02-08T15:07:41,98360,40708496;40708553
NORAD25544,ISS (ZARYA),25544,25544|2005-03-22T01:53:03.556+00:00,2005-03-22T01:53:03.556895+00:00,2,2,earliest_published,same_epoch_revision,41128137,2005-03-21T20:15:00,115132,41128137;41128140
NORAD25544,ISS (ZARYA),25544,25544|2005-04-15T19:50:04.218+00:00,2005-04-15T19:50:04.218143+00:00,2,2,earliest_published,same_epoch_revision,41385292,2005-04-15T14:31:05,125432,41385292;41386882
NORAD25544,ISS (ZARYA),25544,25544|2005-04-19T18:28:39.097+00:00,2005-04-19T18:28:39.097343+00:00,2,2,earliest_published,same_epoch_revision,41427440,2005-04-19T13:53:06,127046,41427440;41429019
NORAD25544,ISS (ZARYA),25544,25544|2005-04-28T17:44:39.999+00:00,2005-04-28T17:44:39.999840+00:00,2,2,earliest_published,same_epoch_revision,42037101,2005-04-28T13:17:58,130833,42037101;42037148
NORAD25544,ISS (ZARYA),25544,25544|2005-04-30T19:24:50.000+00:00,2005-04-30T19:24:50.000255+00:00,2,2,earliest_published,same_epoch_revision,48092418,2005-04-30T14:00:35,131582,48092418;48092478
NORAD25544,ISS (ZARYA),25544,25544|2005-05-09T13:08:19.999+00:00,2005-05-09T13:08:19.999680+00:00,2,2,earliest_published,same_epoch_revision,48187858,2005-05-09T09:32:21,134741,48187858;48187894
NORAD25544,ISS (ZARYA),25544,25544|2005-05-10T15:58:02.000+00:00,2005-05-10T15:58:02.000352+00:00,2,2,earliest_published,same_epoch_revision,48198401,2005-05-10T10:10:14,135079,48198401;48198415
NORAD25544,ISS (ZARYA),25544,25544|2005-05-11T10:40:39.136+00:00,2005-05-11T10:40:39.136224+00:00,2,2,earliest_published,same_epoch_revision,48201399,2005-05-11T05:03:12,135297,48201399;48201402
NORAD25544,ISS (ZARYA),25544,25544|2005-05-24T19:12:20.203+00:00,2005-05-24T19:12:20.203776+00:00,2,2,earliest_published,same_epoch_revision,48346525,2005-05-24T14:57:19,140120,48346525;48354188
NORAD25544,ISS (ZARYA),25544,25544|2005-06-02T23:02:35.672+00:00,2005-06-02T23:02:35.672640+00:00,2,2,earliest_published,same_epoch_revision,48444657,2005-06-02T18:31:37,143576,48444657;48444664
NORAD25544,ISS (ZARYA),25544,25544|2005-06-22T22:46:43.999+00:00,2005-06-22T22:46:43.999968+00:00,2,2,earliest_published,same_epoch_revision,53803839,2005-06-22T17:11:34,150694,53803839;53803842
NORAD25544,ISS (ZARYA),25544,25544|2005-06-25T18:26:20.000+00:00,2005-06-25T18:26:20.000255+00:00,2,2,earliest_published,same_epoch_revision,53817902,2005-06-25T12:46:54,151784,53817902;53817941
NORAD25544,ISS (ZARYA),25544,25544|2005-06-30T19:48:34.999+00:00,2005-06-30T19:48:34.999776+00:00,3,3,earliest_published,same_epoch_revision,53843945,2005-06-30T14:39:20,153817,53843945;53844324;53844555
NORAD25544,ISS (ZARYA),25544,25544|2005-07-01T18:40:34.000+00:00,2005-07-01T18:40:34.000319+00:00,2,2,earliest_published,same_epoch_revision,53847881,2005-07-01T13:13:52,154124,53847881;53847901
NORAD25544,ISS (ZARYA),25544,25544|2005-07-05T17:13:24.999+00:00,2005-07-05T17:13:24.999743+00:00,2,2,earliest_published,same_epoch_revision,53867528,2005-07-05T12:29:15,155569,53867528;53867532
NORAD25544,ISS (ZARYA),25544,25544|2005-07-10T10:35:20.169+00:00,2005-07-10T10:35:20.169887+00:00,3,2,earliest_published,same_epoch_revision,54090443,2005-07-10T06:36:25,157230,54090443;54097870;54097878
NORAD25544,ISS (ZARYA),25544,25544|2005-07-20T07:08:04.237+00:00,2005-07-20T07:08:04.237728+00:00,4,3,earliest_published,same_epoch_revision,54195614,2005-07-20T03:01:14,161146,54195614;54195620;54195828;54197537
NORAD25544,ISS (ZARYA),25544,25544|2005-07-31T22:35:31.830+00:00,2005-07-31T22:35:31.830432+00:00,2,2,earliest_published,same_epoch_revision,54321123,2005-07-31T17:11:12,165776,54321123;54321127
NORAD25544,ISS (ZARYA),25544,25544|2005-08-02T09:23:54.657+00:00,2005-08-02T09:23:54.657312+00:00,2,2,earliest_published,same_epoch_revision,54333342,2005-08-02T03:54:38,166306,54333342;54333343
NORAD25544,ISS (ZARYA),25544,25544|2005-08-07T22:11:03.135+00:00,2005-08-07T22:11:03.135839+00:00,2,2,earliest_published,same_epoch_revision,54394386,2005-08-07T20:53:43,168143,54394386;54394387
NORAD25544,ISS (ZARYA),25544,25544|2005-08-08T22:37:37.170+00:00,2005-08-08T22:37:37.170047+00:00,3,3,earliest_published,same_epoch_revision,54405708,2005-08-08T18:09:43,168576,54405708;54405724;54406878
NORAD25544,ISS (ZARYA),25544,25544|2005-08-25T20:05:08.999+00:00,2005-08-25T20:05:08.999807+00:00,2,2,earliest_published,same_epoch_revision,54588002,2005-08-25T15:50:36,175168,54588002;54588601
NORAD25544,ISS (ZARYA),25544,25544|2005-12-17T20:31:56.999+00:00,2005-12-17T20:31:56.999711+00:00,2,2,earliest_published,same_epoch_revision,55802462,2005-12-17T13:51:02,216113,55802462;55804020
NORAD25544,ISS (ZARYA),25544,25544|2006-01-09T20:30:54.978+00:00,2006-01-09T20:30:54.978335+00:00,2,2,earliest_published,same_epoch_revision,56054625,2006-01-09T13:41:19,224405,56054625;56062612
NORAD25544,ISS (ZARYA),25544,25544|2006-02-16T12:19:03.884+00:00,2006-02-16T12:19:03.884160+00:00,3,2,earliest_published,same_epoch_revision,56449438,2006-02-16T06:20:35,237235,56449438;56449439;56451199
NORAD25544,ISS (ZARYA),25544,25544|2006-03-05T11:13:14.999+00:00,2006-03-05T11:13:14.999808+00:00,3,2,earliest_published,same_epoch_revision,56631572,2006-03-05T05:13:03,242820,56631572;56631573;56631750
NORAD25544,ISS (ZARYA),25544,25544|2006-03-30T20:27:30.511+00:00,2006-03-30T20:27:30.511008+00:00,2,2,earliest_published,same_epoch_revision,56907433,2006-03-30T14:10:10,251570,56907433;56917534
NORAD25544,ISS (ZARYA),25544,25544|2006-05-17T06:36:02.000+00:00,2006-05-17T06:36:02.000160+00:00,2,2,earliest_published,same_epoch_revision,57426307,2006-05-17T02:06:39,268264,57426307;57426493
NORAD25544,ISS (ZARYA),25544,25544|2006-06-03T19:11:54.136+00:00,2006-06-03T19:11:54.136032+00:00,2,2,earliest_published,same_epoch_revision,57615096,2006-06-03T14:38:53,273834,57615096;57615098
NORAD25544,ISS (ZARYA),25544,25544|2006-09-15T03:57:19.999+00:00,2006-09-15T03:57:19.999583+00:00,2,2,earliest_published,same_epoch_revision,58761557,2006-09-14T22:39:31,309086,58761557;58763526
NORAD25544,ISS (ZARYA),25544,25544|2006-09-20T14:37:19.422+00:00,2006-09-20T14:37:19.422048+00:00,2,2,earliest_published,same_epoch_revision,58820842,2006-09-20T09:38:11,310725,58820842;58820843
NORAD25544,ISS (ZARYA),25544,25544|2006-10-11T19:52:27.999+00:00,2006-10-11T19:52:27.999839+00:00,2,2,earliest_published,same_epoch_revision,59060228,2006-10-11T16:53:30,317563,59060228;59060860
NORAD25544,ISS (ZARYA),25544,25544|2006-12-08T16:19:46.103+00:00,2006-12-08T16:19:46.103807+00:00,2,2,earliest_published,same_epoch_revision,59717576,2006-12-08T11:16:06,338749,59717576;59717577
NORAD25544,ISS (ZARYA),25544,25544|2006-12-13T15:16:19.999+00:00,2006-12-13T15:16:19.999776+00:00,2,2,earliest_published,same_epoch_revision,59774809,2006-12-13T09:01:33,340550,59774809;59774848
NORAD25544,ISS (ZARYA),25544,25544|2006-12-28T08:04:31.103+00:00,2006-12-28T08:04:31.103903+00:00,2,2,earliest_published,same_epoch_revision,59937104,2006-12-28T01:54:40,345612,59937104;59938731
NORAD25544,ISS (ZARYA),25544,25544|2007-02-23T00:53:52.959+00:00,2007-02-23T00:53:52.959264+00:00,2,2,earliest_published,same_epoch_revision,60587581,2007-02-22T18:04:42,367843,60587581;60587586
NORAD25544,ISS (ZARYA),25544,25544|2007-02-23T20:18:54.635+00:00,2007-02-23T20:18:54.635616+00:00,2,2,earliest_published,same_epoch_revision,60597495,2007-02-23T14:02:21,368155,60597495;60607932
NORAD25544,ISS (ZARYA),25544,25544|2007-04-05T14:37:19.873+00:00,2007-04-05T14:37:19.873056+00:00,2,2,earliest_published,same_epoch_revision,61111008,2007-04-05T15:03:45,385295,61111008;61111059
NORAD25544,ISS (ZARYA),25544,25544|2007-04-25T16:36:15.077+00:00,2007-04-25T16:36:15.077088+00:00,2,2,earliest_published,same_epoch_revision,61347955,2007-04-25T10:59:41,393093,61347955;61347956
NORAD25544,ISS (ZARYA),25544,25544|2007-08-15T12:31:15.999+00:00,2007-08-15T12:31:15.999744+00:00,3,2,earliest_published,same_epoch_revision,62780434,2007-08-15T07:15:55,438194,62780434;62780437;62780660
NORAD25544,ISS (ZARYA),25544,25544|2007-10-18T13:50:08.632+00:00,2007-10-18T13:50:08.632319+00:00,2,2,earliest_published,same_epoch_revision,63590838,2007-10-18T08:34:22,464277,63590838;63590864
NORAD25544,ISS (ZARYA),25544,25544|2007-12-13T08:49:30.238+00:00,2007-12-13T08:49:30.238176+00:00,4,2,earliest_published,same_epoch_revision,64290152,2007-12-13T14:22:18,486820,64290152;64290269;64290644;64291366
NORAD25544,ISS (ZARYA),25544,25544|2008-01-27T03:27:19.255+00:00,2008-01-27T03:27:19.255967+00:00,2,2,earliest_published,same_epoch_revision,64859248,2008-01-26T23:31:12,504778,64859248;64867073
NORAD25544,ISS (ZARYA),25544,25544|2008-03-22T15:42:59.103+00:00,2008-03-22T15:42:59.103936+00:00,2,2,earliest_published,same_epoch_revision,65576639,2008-03-22T10:53:49,528895,65576639;65576645
NORAD25544,ISS (ZARYA),25544,25544|2008-05-13T18:04:48.203+00:00,2008-05-13T18:04:48.203616+00:00,2,2,earliest_published,same_epoch_revision,66234502,2008-05-13T16:35:45,552161,66234502;66252269
NORAD25544,ISS (ZARYA),25544,25544|2008-11-07T20:46:17.999+00:00,2008-11-07T20:46:17.999904+00:00,2,2,earliest_published,same_epoch_revision,68656388,2008-11-07T15:43:36,629845,68656388;68664334
NORAD25544,ISS (ZARYA),25544,25544|2009-02-17T13:31:47.573+00:00,2009-02-17T13:31:47.573184+00:00,2,2,earliest_published,same_epoch_revision,69961704,2009-02-17T07:01:56,673735,69961704;69962164
NORAD25544,ISS (ZARYA),25544,25544|2009-12-19T19:18:14.338+00:00,2009-12-19T19:18:14.338368+00:00,2,2,earliest_published,same_epoch_revision,74525549,2009-12-19T15:48:08,816009,74525549;74526572
NORAD25544,ISS (ZARYA),25544,25544|2010-02-08T14:04:24.999+00:00,2010-02-08T14:04:24.999744+00:00,3,2,earliest_published,same_epoch_revision,76366355,2010-02-08T07:41:57,841759,76366355;76374482;76375691
NORAD25544,ISS (ZARYA),25544,25544|2010-03-11T22:01:03.747+00:00,2010-03-11T22:01:03.747935+00:00,2,2,earliest_published,same_epoch_revision,76804813,2010-03-12T03:09:09,863066,76804813;76815314
NORAD25544,ISS (ZARYA),25544,25544|2010-03-28T19:38:07.412+00:00,2010-03-28T19:38:07.412640+00:00,2,2,earliest_published,same_epoch_revision,77061845,2010-03-28T16:26:37,871838,77061845;77062516
NORAD25544,ISS (ZARYA),25544,25544|2010-04-14T18:29:02.014+00:00,2010-04-14T18:29:02.014943+00:00,2,2,earliest_published,same_epoch_revision,77318384,2010-04-14T12:47:26,880676,77318384;77329531
NORAD25544,ISS (ZARYA),25544,25544|2010-05-09T05:08:42.623+00:00,2010-05-09T05:08:42.623808+00:00,2,2,earliest_published,same_epoch_revision,77675934,2010-05-09T00:28:30,893768,77675934;77676408
NORAD25544,ISS (ZARYA),25544,25544|2010-07-04T04:27:18.999+00:00,2010-07-04T04:27:18.999648+00:00,2,2,earliest_published,same_epoch_revision,78486791,2010-07-03T23:11:24,922864,78486791;78486793
NORAD25544,ISS (ZARYA),25544,25544|2010-08-21T14:51:51.103+00:00,2010-08-21T14:51:51.103872+00:00,2,2,earliest_published,same_epoch_revision,79183758,2010-08-21T11:09:09,948645,79183758;79183782
NORAD25544,ISS (ZARYA),25544,25544|2010-08-31T11:27:16.638+00:00,2010-08-31T11:27:16.638624+00:00,2,2,earliest_published,same_epoch_revision,79321158,2010-08-31T07:26:27,954115,79321158;79321159
NORAD25544,ISS (ZARYA),25544,25544|2010-09-16T05:58:49.304+00:00,2010-09-16T05:58:49.304928+00:00,3,2,earliest_published,same_epoch_revision,79558492,2010-09-16T03:01:07,962952,79558492;79558763;79558769
NORAD25544,ISS (ZARYA),25544,25544|2010-09-29T04:58:15.000+00:00,2010-09-29T04:58:15.000384+00:00,2,2,earliest_published,same_epoch_revision,79743612,2010-09-28T23:14:08,969538,79743612;79747749
NORAD25544,ISS (ZARYA),25544,25544|2010-12-12T12:40:32.630+00:00,2010-12-12T12:40:32.630879+00:00,2,2,earliest_published,same_epoch_revision,80791692,2010-12-12T07:20:41,1008647,80791692;80791732
NORAD25544,ISS (ZARYA),25544,25544|2010-12-17T05:14:11.297+00:00,2010-12-17T05:14:11.297184+00:00,2,2,earliest_published,same_epoch_revision,80864926,2010-12-16T23:31:03,1011147,80864926;80865569
NORAD25544,ISS (ZARYA),25544,25544|2010-12-23T01:34:28.932+00:00,2010-12-23T01:34:28.932095+00:00,2,2,earliest_published,same_epoch_revision,80952101,2010-12-22T19:44:00,1013903,80952101;80952105
NORAD25544,ISS (ZARYA),25544,25544|2011-01-24T20:54:30.394+00:00,2011-01-24T20:54:30.394367+00:00,2,2,earliest_published,same_epoch_revision,81441506,2011-01-24T14:27:26,1029864,81441506;81441510
NORAD25544,ISS (ZARYA),25544,25544|2011-01-31T21:59:48.105+00:00,2011-01-31T21:59:48.105600+00:00,2,2,earliest_published,same_epoch_revision,81544024,2011-01-31T21:45:17,1033051,81544024;81551971
NORAD25544,ISS (ZARYA),25544,25544|2011-02-03T20:08:49.237+00:00,2011-02-03T20:08:49.237728+00:00,2,2,earliest_published,same_epoch_revision,81586545,2011-02-03T15:02:55,1034434,81586545;81589365
NORAD25544,ISS (ZARYA),25544,25544|2011-03-25T20:43:35.636+00:00,2011-03-25T20:43:35.636159+00:00,2,2,earliest_published,same_epoch_revision,82333018,2011-03-25T15:21:03,1060695,82333018;82333032
NORAD25544,ISS (ZARYA),25544,25544|2011-04-22T10:28:21.962+00:00,2011-04-22T10:28:21.962783+00:00,3,2,earliest_published,same_epoch_revision,82754020,2011-04-22T07:17:01,1076275,82754020;82761182;82763609
NORAD25544,ISS (ZARYA),25544,25544|2011-05-19T10:56:30.306+00:00,2011-05-19T10:56:30.306912+00:00,2,2,earliest_published,same_epoch_revision,83163475,2011-05-19T06:00:29,1091495,83163475;83163942
NORAD25544,ISS (ZARYA),25544,25544|2011-06-03T16:41:22.994+00:00,2011-06-03T16:41:22.994591+00:00,2,2,earliest_published,same_epoch_revision,83401677,2011-06-03T11:25:47,1099580,83401677;83401711
NORAD25544,ISS (ZARYA),25544,25544|2011-06-16T10:42:43.655+00:00,2011-06-16T10:42:43.655039+00:00,3,2,earliest_published,same_epoch_revision,83598004,2011-06-16T17:16:50,1106723,83598004;83598048;83598280
NORAD25544,ISS (ZARYA),25544,25544|2011-07-05T03:44:53.175+00:00,2011-07-05T03:44:53.175264+00:00,3,2,earliest_published,same_epoch_revision,83882288,2011-07-04T23:39:13,1116341,83882288;83884550;83894972
NORAD25544,ISS (ZARYA),25544,25544|2011-08-15T05:03:36.474+00:00,2011-08-15T05:03:36.474912+00:00,2,2,earliest_published,same_epoch_revision,84509043,2011-08-14T23:25:26,1138129,84509043;84509044
NORAD25544,ISS (ZARYA),25544,25544|2011-09-11T21:06:39.659+00:00,2011-09-11T21:06:39.659616+00:00,2,2,earliest_published,same_epoch_revision,84932240,2011-09-11T15:35:49,1152238,84932240;84933282
NORAD25544,ISS (ZARYA),25544,25544|2011-09-22T21:07:13.036+00:00,2011-09-22T21:07:13.036800+00:00,2,2,earliest_published,same_epoch_revision,85099293,2011-09-22T15:44:00,1159669,85099293;85100298
NORAD25544,ISS (ZARYA),25544,25544|2011-12-18T12:17:20.104+00:00,2011-12-18T12:17:20.104799+00:00,3,2,earliest_published,same_epoch_revision,86400118,2011-12-18T07:16:51,1208498,86400118;86402912;86409828
NORAD25544,ISS (ZARYA),25544,25544|2011-12-20T09:05:32.881+00:00,2011-12-20T09:05:32.881055+00:00,3,2,earliest_published,same_epoch_revision,86429811,2011-12-20T06:16:59,1209616,86429811;86431667;86439431
