satellite,satellite_name,norad_id,element_id,epoch_utc,same_epoch_rows,distinct_physical_solutions,policy,resolution,chosen_gp_id,chosen_creation_date,chosen_file,competing_gp_ids
NORAD25544,ISS (ZARYA),25544,25544|2005-06-22T22:46:43.999+00:00,2005-06-22T22:46:43.999968+00:00,2,2,latest_published,same_epoch_revision,53803842,2005-06-22T18:00:16,150697,53803839;53803842
NORAD25544,ISS (ZARYA),25544,25544|2005-06-25T18:26:20.000+00:00,2005-06-25T18:26:20.000255+00:00,2,2,latest_published,same_epoch_revision,53817941,2005-06-25T14:13:59,151823,53817902;53817941
NORAD25544,ISS (ZARYA),25544,25544|2005-06-30T19:48:34.999+00:00,2005-06-30T19:48:34.999776+00:00,3,3,latest_published,same_epoch_revision,53844555,2005-06-30T16:32:33,153857,53843945;53844324;53844555
NORAD25544,ISS (ZARYA),25544,25544|2005-07-01T18:40:34.000+00:00,2005-07-01T18:40:34.000319+00:00,2,2,latest_published,same_epoch_revision,53847901,2005-07-01T14:01:09,154144,53847881;53847901
NORAD25544,ISS (ZARYA),25544,25544|2005-07-05T17:13:24.999+00:00,2005-07-05T17:13:24.999743+00:00,2,2,latest_published,same_epoch_revision,53867532,2005-07-05T12:47:28,155573,53867528;53867532
NORAD25544,ISS (ZARYA),25544,25544|2005-07-10T10:35:20.169+00:00,2005-07-10T10:35:20.169887+00:00,3,2,latest_published,same_epoch_revision,54097878,2005-07-10T10:07:19,157340,54090443;54097870;54097878
NORAD25544,ISS (ZARYA),25544,25544|2005-07-20T07:08:04.237+00:00,2005-07-20T07:08:04.237728+00:00,4,3,latest_published,same_epoch_revision,54197537,2005-07-20T09:14:55,161288,54195614;54195620;54195828;54197537
NORAD25544,ISS (ZARYA),25544,25544|2005-07-31T22:35:31.830+00:00,2005-07-31T22:35:31.830432+00:00,2,2,latest_published,same_epoch_revision,54321127,2005-07-31T17:56:29,165780,54321123;54321127
NORAD25544,ISS (ZARYA),25544,25544|2005-08-02T09:23:54.657+00:00,2005-08-02T09:23:54.657312+00:00,2,2,latest_published,same_epoch_revision,54333343,2005-08-02T03:55:21,166307,54333342;54333343
NORAD25544,ISS (ZARYA),25544,25544|2005-08-07T22:11:03.135+00:00,2005-08-07T22:11:03.135839+00:00,2,2,latest_published,same_epoch_revision,54394387,2005-08-07T21:40:43,168144,54394386;54394387
NORAD25544,ISS (ZARYA),25544,25544|2005-08-08T22:37:37.170+00:00,2005-08-08T22:37:37.170047+00:00,3,3,latest_published,same_epoch_revision,54406878,2005-08-09T02:34:55,168646,54405708;54405724;54406878
NORAD25544,ISS (ZARYA),25544,25544|2005-08-25T20:05:08.999+00:00,2005-08-25T20:05:08.999807+00:00,2,2,latest_published,same_epoch_revision,54588601,2005-08-25T18:13:21,175213,54588002;54588601
NORAD25544,ISS (ZARYA),25544,25544|2005-12-17T20:31:56.999+00:00,2005-12-17T20:31:56.999711+00:00,2,2,latest_published,same_epoch_revision,55804020,2005-12-17T16:00:13,216184,55802462;55804020
NORAD25544,ISS (ZARYA),25544,25544|2006-01-09T20:30:54.978+00:00,2006-01-09T20:30:54.978335+00:00,2,2,latest_published,same_epoch_revision,56062612,2006-01-10T05:10:37,224630,56054625;56062612
NORAD25544,ISS (ZARYA),25544,25544|2006-02-16T12:19:03.884+00:00,2006-02-16T12:19:03.884160+00:00,3,2,latest_published,same_epoch_revision,56451199,2006-02-16T08:02:38,237312,56449438;56449439;56451199
NORAD25544,ISS (ZARYA),25544,25544|2006-03-05T11:13:14.999+00:00,2006-03-05T11:13:14.999808+00:00,3,2,latest_published,same_epoch_revision,56631750,2006-03-05T07:08:43,242834,56631572;56631573;56631750
NORAD25544,ISS (ZARYA),25544,25544|2006-03-30T20:27:30.511+00:00,2006-03-30T20:27:30.511008+00:00,2,2,latest_published,same_epoch_revision,56917534,2006-03-31T10:10:25,251852,56907433;56917534
NORAD25544,ISS (ZARYA),25544,25544|2006-05-17T06:36:02.000+00:00,2006-05-17T06:36:02.000160+00:00,2,2,latest_published,same_epoch_revision,57426493,2006-05-17T08:12:01,268282,57426307;57426493
NORAD25544,ISS (ZARYA),25544,25544|2006-06-03T19:11:54.136+00:00,2006-06-03T19:11:54.136032+00:00,2,2,latest_published,same_epoch_revision,57615098,2006-06-03T14:38:59,273836,57615096;57615098
NORAD25544,ISS (ZARYA),25544,25544|2006-09-15T03:57:19.999+00:00,2006-09-15T03:57:19.999583+00:00,2,2,latest_published,same_epoch_revision,58763526,2006-09-15T04:04:45,309190,58761557;58763526
NORAD25544,ISS (ZARYA),25544,25544|2006-09-20T14:37:19.422+00:00,2006-09-20T14:37:19.422048+00:00,2,2,latest_published,same_epoch_revision,58820843,2006-09-20T09:38:20,310726,58820842;58820843
NORAD25544,ISS (ZARYA),25544,25544|2006-10-11T19:52:27.999+00:00,2006-10-11T19:52:27.999839+00:00,2,2,latest_published,same_epoch_revision,59060860,2006-10-11T18:26:43,317594,59060228;59060860
NORAD25544,ISS (ZARYA),25544,25544|2006-12-08T16:19:46.103+00:00,2006-12-08T16:19:46.103807+00:00,2,2,latest_published,same_epoch_revision,59717577,2006-12-08T11:17:30,338750,59717576;59717577
NORAD25544,ISS (ZARYA),25544,25544|2006-12-13T15:16:19.999+00:00,2006-12-13T15:16:19.999776+00:00,2,2,latest_published,same_epoch_revision,59774848,2006-12-13T14:07:48,340589,59774809;59774848
NORAD25544,ISS (ZARYA),25544,25544|2006-12-28T08:04:31.103+00:00,2006-12-28T08:04:31.103903+00:00,2,2,latest_published,same_epoch_revision,59938731,2006-12-28T07:16:44,345688,59937104;59938731
NORAD25544,ISS (ZARYA),25544,25544|2007-02-23T00:53:52.959+00:00,2007-02-23T00:53:52.959264+00:00,2,2,latest_published,same_epoch_revision,60587586,2007-02-22T19:43:18,367848,60587581;60587586
NORAD25544,ISS (ZARYA),25544,25544|2007-02-23T20:18:54.635+00:00,2007-02-23T20:18:54.635616+00:00,2,2,latest_published,same_epoch_revision,60607932,2007-02-24T10:10:27,368453,60597495;60607932
NORAD25544,ISS (ZARYA),25544,25544|2007-04-05T14:37:19.873+00:00,2007-04-05T14:37:19.873056+00:00,2,2,latest_published,same_epoch_revision,61111059,2007-04-05T15:31:21,385297,61111008;61111059
NORAD25544,ISS (ZARYA),25544,25544|2007-04-25T16:36:15.077+00:00,2007-04-25T16:36:15.077088+00:00,2,2,latest_published,same_epoch_revision,61347956,2007-04-25T11:04:08,393094,61347955;61347956
NORAD25544,ISS (ZARYA),25544,25544|2007-08-15T12:31:15.999+00:00,2007-08-15T12:31:15.999744+00:00,3,2,latest_published,same_epoch_revision,62780660,2007-08-15T07:55:08,438209,62780434;62780437;62780660
NORAD25544,ISS (ZARYA),25544,25544|2007-10-18T13:50:08.632+00:00,2007-10-18T13:50:08.632319+00:00,2,2,latest_published,same_epoch_revision,63590864,2007-10-18T08:58:36,464286,63590838;63590864
NORAD25544,ISS (ZARYA),25544,25544|2007-12-13T08:49:30.238+00:00,2007-12-13T08:49:30.238176+00:00,4,2,latest_published,same_epoch_revision,64291366,2007-12-13T14:22:18,486913,64290152;64290269;64290644;64291366
NORAD25544,ISS (ZARYA),25544,25544|2008-01-27T03:27:19.255+00:00,2008-01-27T03:27:19.255967+00:00,2,2,latest_published,same_epoch_revision,64867073,2008-01-27T11:10:27,504947,64859248;64867073
NORAD25544,ISS (ZARYA),25544,25544|2008-03-22T15:42:59.103+00:00,2008-03-22T15:42:59.103936+00:00,2,2,latest_published,same_epoch_revision,65576645,2008-03-22T11:12:48,528901,65576639;65576645
NORAD25544,ISS (ZARYA),25544,25544|2008-05-13T18:04:48.203+00:00,2008-05-13T18:04:48.203616+00:00,2,2,latest_published,same_epoch_revision,66252269,2008-05-15T16:23:12,553083,66234502;66252269
NORAD25544,ISS (ZARYA),25544,25544|2008-11-07T20:46:17.999+00:00,2008-11-07T20:46:17.999904+00:00,2,2,latest_published,same_epoch_revision,68664334,2008-11-08T09:11:45,630046,68656388;68664334
NORAD25544,ISS (ZARYA),25544,25544|2009-02-17T13:31:47.573+00:00,2009-02-17T13:31:47.573184+00:00,2,2,latest_published,same_epoch_revision,69962164,2009-02-17T07:22:01,673760,69961704;69962164
NORAD25544,ISS (ZARYA),25544,25544|2009-12-19T19:18:14.338+00:00,2009-12-19T19:18:14.338368+00:00,2,2,latest_published,same_epoch_revision,74526572,2009-12-19T16:16:21,816057,74525549;74526572
NORAD25544,ISS (ZARYA),25544,25544|2010-02-08T14:04:24.999+00:00,2010-02-08T14:04:24.999744+00:00,3,2,latest_published,same_epoch_revision,76375691,2010-02-08T09:13:47,841857,76366355;76374482;76375691
NORAD25544,ISS (ZARYA),25544,25544|2010-03-11T22:01:03.747+00:00,2010-03-11T22:01:03.747935+00:00,2,2,latest_published,same_epoch_revision,76815314,2010-03-12T07:55:52,863465,76804813;76815314
NORAD25544,ISS (ZARYA),25544,25544|2010-03-28T19:38:07.412+00:00,2010-03-28T19:38:07.412640+00:00,2,2,latest_published,same_epoch_revision,77062516,2010-03-28T16:50:13,871867,77061845;77062516
NORAD25544,ISS (ZARYA),25544,25544|2010-04-14T18:29:02.014+00:00,2010-04-14T18:29:02.014943+00:00,2,2,latest_published,same_epoch_revision,77329531,2010-04-15T07:53:36,881124,77318384;77329531
NORAD25544,ISS (ZARYA),25544,25544|2010-05-09T05:08:42.623+00:00,2010-05-09T05:08:42.623808+00:00,2,2,latest_published,same_epoch_revision,77676408,2010-05-09T00:43:16,893790,77675934;77676408
NORAD25544,ISS (ZARYA),25544,25544|2010-07-04T04:27:18.999+00:00,2010-07-04T04:27:18.999648+00:00,2,2,latest_published,same_epoch_revision,78486793,2010-07-03T23:29:32,922866,78486791;78486793
NORAD25544,ISS (ZARYA),25544,25544|2010-08-21T14:51:51.103+00:00,2010-08-21T14:51:51.103872+00:00,2,2,latest_published,same_epoch_revision,79183782,2010-08-21T15:17:30,948669,79183758;79183782
NORAD25544,ISS (ZARYA),25544,25544|2010-08-31T11:27:16.638+00:00,2010-08-31T11:27:16.638624+00:00,2,2,latest_published,same_epoch_revision,79321159,2010-08-31T07:32:05,954117,79321158;79321159
NORAD25544,ISS (ZARYA),25544,25544|2010-09-16T05:58:49.304+00:00,2010-09-16T05:58:49.304928+00:00,3,2,latest_published,same_epoch_revision,79558769,2010-09-16T07:55:40,962976,79558492;79558763;79558769
NORAD25544,ISS (ZARYA),25544,25544|2010-09-29T04:58:15.000+00:00,2010-09-29T04:58:15.000384+00:00,2,2,latest_published,same_epoch_revision,79747749,2010-09-29T03:23:54,969751,79743612;79747749
NORAD25544,ISS (ZARYA),25544,25544|2010-12-12T12:40:32.630+00:00,2010-12-12T12:40:32.630879+00:00,2,2,latest_published,same_epoch_revision,80791732,2010-12-12T07:21:41,1008650,80791692;80791732
NORAD25544,ISS (ZARYA),25544,25544|2010-12-17T05:14:11.297+00:00,2010-12-17T05:14:11.297184+00:00,2,2,latest_published,same_epoch_revision,80865569,2010-12-16T23:55:14,1011175,80864926;80865569
NORAD25544,ISS (ZARYA),25544,25544|2010-12-23T01:34:28.932+00:00,2010-12-23T01:34:28.932095+00:00,2,2,latest_published,same_epoch_revision,80952105,2010-12-22T19:51:42,1013907,80952101;80952105
NORAD25544,ISS (ZARYA),25544,25544|2011-01-24T20:54:30.394+00:00,2011-01-24T20:54:30.394367+00:00,2,2,latest_published,same_epoch_revision,81441510,2011-01-24T14:35:44,1029868,81441506;81441510
NORAD25544,ISS (ZARYA),25544,25544|2011-01-31T21:59:48.105+00:00,2011-01-31T21:59:48.105600+00:00,2,2,latest_published,same_epoch_revision,81551971,2011-02-01T08:17:17,1033185,81544024;81551971
NORAD25544,ISS (ZARYA),25544,25544|2011-02-03T20:08:49.237+00:00,2011-02-03T20:08:49.237728+00:00,2,2,latest_published,same_epoch_revision,81589365,2011-02-03T19:15:02,1034566,81586545;81589365
NORAD25544,ISS (ZARYA),25544,25544|2011-03-25T20:43:35.636+00:00,2011-03-25T20:43:35.636159+00:00,2,2,latest_published,same_epoch_revision,82333032,2011-03-25T15:58:38,1060709,82333018;82333032
NORAD25544,ISS (ZARYA),25544,25544|2011-04-22T10:28:21.962+00:00,2011-04-22T10:28:21.962783+00:00,3,2,latest_published,same_epoch_revision,82763609,2011-04-22T10:52:30,1076464,82754020;82761182;82763609
NORAD25544,ISS (ZARYA),25544,25544|2011-05-19T10:56:30.306+00:00,2011-05-19T10:56:30.306912+00:00,2,2,latest_published,same_epoch_revision,83163942,2011-05-19T07:02:23,1091516,83163475;83163942
NORAD25544,ISS (ZARYA),25544,25544|2011-06-03T16:41:22.994+00:00,2011-06-03T16:41:22.994591+00:00,2,2,latest_published,same_epoch_revision,83401711,2011-06-03T15:01:31,1099614,83401677;83401711
NORAD25544,ISS (ZARYA),25544,25544|2011-06-16T10:42:43.655+00:00,2011-06-16T10:42:43.655039+00:00,3,2,latest_published,same_epoch_revision,83598280,2011-06-16T17:25:10,1106741,83598004;83598048;83598280
NORAD25544,ISS (ZARYA),25544,25544|2011-07-05T03:44:53.175+00:00,2011-07-05T03:44:53.175264+00:00,3,2,latest_published,same_epoch_revision,83894972,2011-07-05T10:02:26,1116637,83882288;83884550;83894972
NORAD25544,ISS (ZARYA),25544,25544|2011-08-15T05:03:36.474+00:00,2011-08-15T05:03:36.474912+00:00,2,2,latest_published,same_epoch_revision,84509044,2011-08-14T23:49:36,1138130,84509043;84509044
NORAD25544,ISS (ZARYA),25544,25544|2011-09-11T21:06:39.659+00:00,2011-09-11T21:06:39.659616+00:00,2,2,latest_published,same_epoch_revision,84933282,2011-09-11T17:14:19,1152309,84932240;84933282
NORAD25544,ISS (ZARYA),25544,25544|2011-09-22T21:07:13.036+00:00,2011-09-22T21:07:13.036800+00:00,2,2,latest_published,same_epoch_revision,85100298,2011-09-22T17:10:12,1159730,85099293;85100298
NORAD25544,ISS (ZARYA),25544,25544|2011-12-18T12:17:20.104+00:00,2011-12-18T12:17:20.104799+00:00,3,2,latest_published,same_epoch_revision,86409828,2011-12-18T11:03:28,1208629,86400118;86402912;86409828
NORAD25544,ISS (ZARYA),25544,25544|2011-12-20T09:05:32.881+00:00,2011-12-20T09:05:32.881055+00:00,3,2,latest_published,same_epoch_revision,86439431,2011-12-20T12:30:52,1209833,86429811;86431667;86439431
NORAD25544,ISS (ZARYA),25544,25544|2011-12-21T13:40:52.000+00:00,2011-12-21T13:40:52.000320+00:00,3,2,latest_published,same_epoch_revision,86453858,2011-12-21T11:37:21,1210357,86445446;86445485;86453858
